MillisSinceEpoch,TempoVideo,AnimacaoAtual,ValorMapeado,Valor,FrameNumber
1755011673660,18750.00,0,1.000,1.727,450
1755011673711,18791.67,0,1.000,1.727,451
1755011673743,18833.33,0,1.000,1.727,452
1755011673794,18875.00,0,1.000,1.727,453
1755011673827,18916.67,0,1.000,1.727,454
1755011673877,18958.33,0,1.000,1.727,455
1755011673911,19000.00,0,1.000,1.727,456
1755011673960,19041.67,0,1.000,1.727,457
1755011673994,19083.33,0,1.000,1.727,458
1755011674043,19125.00,0,1.000,1.727,459
1755011674077,19166.67,0,1.000,1.727,460
1755011674127,19208.33,0,1.000,1.727,461
1755011674161,19250.00,0,1.000,1.727,462
1755011674210,19291.67,0,1.000,1.727,463
1755011674244,19333.33,0,1.000,1.727,464
1755011674293,19375.00,0,1.000,1.727,465
1755011674326,19416.67,0,1.000,1.727,466
1755011674377,19458.33,0,1.000,1.727,467
1755011674411,19500.00,0,1.000,1.727,468
1755011674460,19541.67,0,1.000,1.727,469
1755011674494,19583.33,0,1.000,1.727,470
1755011674527,19625.00,0,1.000,1.727,471
1755011674577,19666.67,0,1.000,1.727,472
1755011674626,19708.33,0,1.000,1.727,473
1755011674660,19750.00,0,1.000,1.727,474
1755011674711,19791.67,0,1.000,1.727,475
1755011674743,19833.33,0,1.000,1.727,476
1755011674777,19875.00,0,1.000,1.727,477
1755011674826,19916.67,0,1.000,1.727,478
1755011674875,19958.33,0,1.000,1.727,479
1755011674911,20000.00,0,1.000,1.727,480
1755011674960,20041.67,0,1.000,1.727,481
1755011674994,20083.33,0,1.000,1.727,482
1755011675028,20125.00,0,1.000,1.727,483
1755011675076,20166.67,0,1.000,1.727,484
1755011675127,20208.33,0,1.000,1.727,485
1755011675161,20250.00,0,1.000,1.727,486
1755011675194,20291.67,0,1.000,1.727,487
1755011675243,20333.33,0,1.000,1.727,488
1755011675277,20375.00,0,1.000,1.727,489
1755011675326,20416.67,0,1.000,1.727,490
1755011675377,20458.33,0,1.000,1.727,491
1755011675411,20500.00,0,1.000,1.727,492
1755011675460,20541.67,0,1.000,1.727,493
1755011675494,20583.33,0,1.000,1.727,494
1755011675527,20625.00,0,1.000,1.727,495
1755011675577,20666.67,0,1.000,1.727,496
1755011675626,20708.33,0,1.000,1.727,497
1755011675660,20750.00,0,1.000,1.727,498
1755011675694,20791.67,0,1.000,1.727,499
1755011675743,20833.33,0,1.000,1.727,500
1755011675777,20875.00,0,1.000,1.727,501
1755011675826,20916.67,0,1.000,1.727,502
1755011675877,20958.33,0,1.000,1.727,503
1755011675911,21000.00,0,1.000,1.727,504
1755011675944,21041.67,0,1.000,1.727,505
1755011675993,21083.33,0,1.000,1.727,506
1755011676027,21125.00,0,1.000,1.727,507
1755011676077,21166.67,0,1.000,1.727,508
1755011676127,21208.33,0,1.000,1.727,509
1755011676160,21250.00,0,1.000,1.727,510
1755011676211,21291.67,0,1.000,1.727,511
1755011676244,21333.33,0,1.000,1.727,512
1755011676294,21375.00,0,1.000,1.727,513
1755011676327,21416.67,0,1.000,1.727,514
1755011676377,21458.33,0,1.000,1.727,515
1755011676410,21500.00,0,1.000,1.727,516
1755011676444,21541.67,0,1.000,1.727,517
1755011676493,21583.33,0,1.000,1.727,518
1755011676527,21625.00,0,1.000,1.727,519
1755011676576,21666.67,0,1.000,1.727,520
1755011676627,21708.33,0,1.000,1.727,521
1755011676661,21750.00,0,1.000,1.727,522
1755011676694,21791.67,0,1.000,1.727,523
1755011676744,21833.33,0,1.000,1.727,524
1755011676777,21875.00,0,1.000,1.727,525
1755011676826,21916.67,0,1.000,1.727,526
1755011676877,21958.33,0,1.000,1.727,527
1755011676911,22000.00,0,1.000,1.727,528
1755011676960,22041.67,0,1.000,1.727,529
1755011676994,22083.33,0,1.000,1.727,530
1755011677027,22125.00,0,1.000,1.727,531
1755011677077,22166.67,0,1.000,1.727,532
1755011677127,22208.33,0,1.000,1.727,533
1755011677161,22250.00,0,1.000,1.727,534
1755011677210,22291.67,0,1.000,1.727,535
1755011677244,22333.33,0,1.000,1.727,536
1755011677277,22375.00,0,1.000,1.727,537
1755011677327,22416.67,0,1.000,1.727,538
1755011677377,22458.33,0,1.000,1.727,539
1755011677411,22500.00,0,1.000,1.727,540
1755011677460,22541.67,0,1.000,1.727,541
1755011677494,22583.33,0,1.000,1.727,542
1755011677544,22625.00,0,1.000,1.727,543
1755011677577,22666.67,0,1.000,1.727,544
1755011677611,22708.33,0,1.000,1.727,545
1755011677661,22750.00,0,1.000,1.727,546
1755011677694,22791.67,0,1.000,1.727,547
1755011677743,22833.33,0,1.000,1.727,548
1755011677777,22875.00,0,1.000,1.727,549
1755011677827,22916.67,0,1.000,1.727,550
1755011677877,22958.33,0,1.000,1.727,551
1755011677910,23000.00,0,1.000,1.727,552
1755011677944,23041.67,0,1.000,1.727,553
1755011677994,23083.33,0,1.000,1.727,554
1755011678027,23125.00,0,1.000,1.727,555
1755011678077,23166.67,0,1.000,1.727,556
1755011678127,23208.33,0,1.000,1.727,557
1755011678161,23250.00,0,1.000,1.727,558
1755011678210,23291.67,0,1.000,1.727,559
1755011678244,23333.33,0,1.000,1.727,560
1755011678278,23375.00,0,1.000,1.727,561
1755011678327,23416.67,0,1.000,1.727,562
1755011678376,23458.33,0,1.000,1.727,563
1755011678410,23500.00,0,1.000,1.727,564
1755011678460,23541.67,0,1.000,1.727,565
1755011678494,23583.33,0,1.000,1.727,566
1755011678543,23625.00,0,1.000,1.727,567
1755011678577,23666.67,0,1.000,1.727,568
1755011678611,23708.33,0,1.000,1.727,569
1755011678660,23750.00,0,1.000,1.727,570
1755011678694,23791.67,0,1.000,1.727,571
1755011678743,23833.33,0,1.000,1.727,572
1755011678794,23875.00,0,1.000,1.727,573
1755011678827,23916.67,0,1.000,1.727,574
1755011678875,23958.33,0,1.000,1.727,575
1755011678910,24000.00,0,1.000,1.727,576
1755011678944,24041.67,0,1.000,1.727,577
1755011678993,24083.33,0,1.000,1.727,578
1755011679027,24125.00,0,1.000,1.727,579
1755011679077,24166.67,0,1.000,1.727,580
1755011679111,24208.33,0,1.000,1.727,581
1755011679160,24250.00,0,1.000,1.727,582
1755011679194,24291.67,0,1.000,1.727,583
1755011679243,24333.33,0,1.000,1.727,584
1755011679277,24375.00,0,1.000,1.727,585
1755011679326,24416.67,0,1.000,1.727,586
1755011679377,24458.33,0,1.000,1.727,587
1755011679411,24500.00,0,1.000,1.727,588
1755011679444,24541.67,0,1.000,1.727,589
1755011679494,24583.33,0,1.000,1.727,590
1755011679527,24625.00,0,1.000,1.727,591
1755011679577,24666.67,0,1.000,1.727,592
1755011679626,24708.33,0,1.000,1.727,593
1755011679661,24750.00,0,1.000,1.727,594
1755011679710,24791.67,0,1.000,1.727,595
1755011679744,24833.33,0,1.000,1.727,596
1755011679794,24875.00,0,1.000,1.727,597
1755011679827,24916.67,0,1.000,1.727,598
1755011679876,24958.33,0,1.000,1.727,599
1755011679910,25000.00,0,1.000,1.727,600
1755011679960,25041.67,0,1.000,1.727,601
1755011679994,25083.33,0,1.000,1.727,602
1755011680043,25125.00,0,1.000,1.727,603
